brand,description,name,oos,price,short_description,url
CONCHA Y TORO,"Product Weight1.5 kgThe “Route of Cabernet Sauvignon” range features three distinct Cabernet
Sauvignons from three wine-growing regions in Chile – the Maule, Rapel and Maipo
Valleys. Each wine in the collection has been aged differently. The range will
launch in travel retail from April 2019, supported by a bespoke series of activation
tools. Casillero del Diablo was recognised as #2 in the 2018 Global Wine Brand
Power Index by Wine Intelligence.Situated between the Andes and the Coastal Range, the Rapel Valley is sheltered from the cold influences of the Pacific Ocean, resulting in a Mediterranean climate that produces rich red wines. The Rapel River is a vital resource for bringing fresh, mineral-rich meltwater down from the Andes.Tasting NotesThe river is key to moderating the Mediterranean climate while the mountains protect the vines, creating an extended dry season which allows grapes to reach perfect ripeness. Aged for 12 months in French oak barrels and foudres, this is a red wine as dark and deep as the devil’s cellar. Aromas of toasted cassis, cedar and blackberry, with hints of black pepper and a delicate, almost silky texture, are framed by soft tannins, leading into a long finish.Grape Varietal100% Cabernet Sauvignon.Size750 ml.",CASILLERO DEL DIABLO - EXPERT SERIES - RAPEL  VALLEY - 12 MONTHS,,68,"The “Route of Cabernet Sauvignon” range features three distinct Cabernet
Sauvignons from three wine-growing regions in Chile – the Maule, Rapel and Maipo
Valleys. Each wine in the collection has been aged differently. The range will
launch in travel retail from April 2019, supported by a bespoke series of activation
tools. Casillero del Diablo was recognised as #2 in the 2018 Global Wine Brand
Power Index by Wine Intelligence.Read more",https://www.krisshop.com/en/product/6433435efb18b41f/casillero-del-diablo-expert-series-rapel-valley-12-months.html
TERRAZAS,"Product Weight1.21 kgTerrazas de los Andes has established a core wine philosophy based on Argentina's primary advantage in the world of winemaking: high elevation grape cultivation.By leveraging the unique Mendoza topography at the foothills of the Andes,Terrazas de los Andes has captured the essence of Argentine fruit expression and forged a distinct national style.Tasting Note :Aromas of yellow peach, pear, papaya, and pineapple combine with softer floral notes and undertones of vanilla and coconut. Big and full in the mouth, with an unctuous mouthfeel and a well-balanced acidity.Grape Varietal :ChardonnayCountry : ArgentinaSize : 750 ml",TERRAZAS ALTOS DEL PLATA - MENDOZA - CHARDONNAY - 2018,,35,"Terrazas de los Andes has established a core wine philosophy based on Argentina's primary advantage in the world of winemaking: high elevation grape cultivation.By leveraging the unique Mendoza topography at the foothills of the Andes,Terrazas de los Andes has captured the essence of Argentine fruit expression and forged a distinct national style.Read more",https://www.krisshop.com/en/product/10ba39b558805393/terrazas-altos-del-plata-mendoza-chardonnay-2018.html
TERRAZAS,"Product Weight1.29 kgTerrazas de los Andes has established a core wine philosophy based on Argentina's primary advantage in the world of winemaking: high elevation grape cultivation.By leveraging the unique Mendoza topography at the foothills of the Andes,Terrazas de los Andes has captured the essence of Argentine fruit expression and forged a distinct national style.Tasting Note :Intense red with violet shades. Concentrated notes of spice and red fruits including red currants and raspberries dominate. Vanilla and coconut nuances mingle with toast. A structured wine that stands out for its intensity of fruit and roundness on the palette. The soft tannins are well blended creating an intense, vivacious yet smooth mouth-feel.Grape Varietal :Cabernet SauvignonCountry : ArgentinaSize : 750 ml",TERRAZAS ALTOS DEL PLATA - MENDOZA - CABERNET SAUVIGNON - 2018,,35,"Terrazas de los Andes has established a core wine philosophy based on Argentina's primary advantage in the world of winemaking: high elevation grape cultivation.By leveraging the unique Mendoza topography at the foothills of the Andes,Terrazas de los Andes has captured the essence of Argentine fruit expression and forged a distinct national style.Read more",https://www.krisshop.com/en/product/1afc04b55ec3a776/terrazas-altos-del-plata-mendoza-cabernet-sauvignon-2018.html
LOUIS LATOUR,"Product Weight7.5 kgTasting Note: Our Clos Vougeot Grand Cru 2016 is characterized by a garnet colour. This wine presents a complex bouquet of red fruits (blackcurrant, violet). The mouth reveals aromas of mocha, blackcurrant, pepper and chlorophyll. Beautiful length in the mouth. Region: Clos Vougeot.Grape: 100% Pinot Noir.Country: France.",LOUIS LATOUR - PINOT NOIR - CLOS VOUGEOT - 2016,,375,"Tasting Note: Our Clos Vougeot Grand Cru 2016 is characterized by a garnet colour. This wine presents a complex bouquet of red fruits (blackcurrant, violet). The mouth reveals aromas of mocha, blackcurrant, pepper and chlorophyll. Beautiful length in the mouth. Region: Clos Vougeot.Grape: 100% Pinot Noir.Country: France.Read more",https://www.krisshop.com/en/product/49ef832f995b46e5/louis-latour-pinot-noir-clos-vougeot-2016.html
TERRAZAS,"Product Weight1.36 kgTerrazas de los Andes has established a core wine philosophy based on Argentina's primary advantage in the world of winemaking: high elevation grape cultivation.By leveraging the unique Mendoza topography at the foothills of the Andes,Terrazas de los Andes has captured the essence of Argentine fruit expression and forged a distinct national style.Tasting Note :Intense floral and fruity notes. Presence of violets, ripe black cherry and plum aromas. Reveals a toasty and spicy character of black pepper and chocolate. Its sweet and juicy mouthfeel delivers finesse, delicate tannins and an elegant finish of black fruits.Grape Varietal :MalbecCountry : ArgentinaSize : 750 ml",TERRAZAS RESERVA - MENDOZA - MALBEC - 2018,,47,"Terrazas de los Andes has established a core wine philosophy based on Argentina's primary advantage in the world of winemaking: high elevation grape cultivation.By leveraging the unique Mendoza topography at the foothills of the Andes,Terrazas de los Andes has captured the essence of Argentine fruit expression and forged a distinct national style.Read more",https://www.krisshop.com/en/product/3c09a8b571085ae2/terrazas-reserva-mendoza-malbec-2018.html
CHANDON,"Product Weight1.75 kgChandon's story begins in the 1950s, with the intuition of Robert Jean de Vogüé, Director from 1930 until 1972 of the prestigious Moët & Chandon Champagne House, that winegrowing regions outside France's Champagne region had extraordinary potential for creating high quality sparkling wines. Today, Chandon estates, from Argentina to China, combine the French heritage and savoir-faire with the local character of new world innovations to reach the highest quality sparkling wines.Tasting Note : Chandon Brut is pale straw with green hues, with excellent fine bead and mousse. Bright and fresh aromas of apple sorbet, orchard blossoms and lemon zest sit alongside subtle brioche and fresh sourdough characters. The palate leads with classic Chardonnay pear flavour. Gently creamy texture, zesty acidity and complex hints of nougat lead to a long, dry and refreshing finish.Grapes Varietals : Chardonnay, Pinot Noir , Pinot MeunierCountry : AustraliaSize : 
750 ml",CHANDON SPARKLING BRUT NV,,36,"Chandon's story begins in the 1950s, with the intuition of Robert Jean de Vogüé, Director from 1930 until 1972 of the prestigious Moët & Chandon Champagne House, that winegrowing regions outside France's Champagne region had extraordinary potential for creating high quality sparkling wines. Today, Chandon estates, from Argentina to China, combine the French heritage and savoir-faire with the local character of new world innovations to reach the highest quality sparkling wines.Read more",https://www.krisshop.com/en/product/3092b832d2f0cb94/chandon-sparkling-brut-nv.html
CONCHA Y TORO,"Product Weight1.5 kgThe “Route of Cabernet Sauvignon” range features three distinct Cabernet Sauvignons from three wine-growing regions in Chile – the Maule, Rapel and Maipo Valleys. Each wine in the collection has been aged differently. The range will launch in travel retail from April 2019, supported by a bespoke series of activation tools. Casillero del Diablo was recognised as #2 in the 2018 Global Wine Brand Power Index by Wine Intelligence.Sourced from Cauquenes, a sub-region of the Maule Valley. Located 300km south of Santiago, the Maule Valley was one of the first Chilean regions planted with vines and has become one of the best areas in the country for producing Cabernet Sauvignon.Tasting NotesRich in clay, the soil in Cauquenes is as red as devil’s fire. A dry Mediterranean climate with coastal influence from the Pacific Ocean results in a terroir ideally suited to Cabernet Sauvignon. Aged in French and American oak barrels for 10 months, this Cabernet Sauvignon is very well structured with a pronounced character and flavours of plums and black cherries, ending with a long and persistent finish.Grape Varietal100% Cabernet Sauvignon.Size750 ml.",CASILLERO DEL DIABLO - EXPERT SERIES - MAULE VALLEY - 10 MONTHS,,46,"The “Route of Cabernet Sauvignon” range features three distinct Cabernet Sauvignons from three wine-growing regions in Chile – the Maule, Rapel and Maipo Valleys. Each wine in the collection has been aged differently. The range will launch in travel retail from April 2019, supported by a bespoke series of activation tools. Casillero del Diablo was recognised as #2 in the 2018 Global Wine Brand Power Index by Wine Intelligence.Read more",https://www.krisshop.com/en/product/5cb7be5ef730d535/casillero-del-diablo-expert-series-maule-valley-10-months.html
CHANDON,"Product Weight1.75 kgChandon's story begins in the 1950s, with the intuition of Robert Jean de Vogüé, Director from 1930 until 1972 of the prestigious Moët & Chandon Champagne House, that winegrowing regions outside France's Champagne region had extraordinary potential for creating high quality sparkling wines. Today, Chandon estates, from Argentina to China, combine the French heritage and savoir-faire with the local character of new world innovations to reach the highest quality sparkling wines.Tasting Note : A striking rose petal pink hue of medium intensity with delicate bead and persistent mousse. Aromas of fresh strawberries, pomegranate and cherry Danish are overlaid by a complex bouquet drawing from ageing on yeast lees. Subtle wild mushroom and savoury elements sit in the background. The palate is refreshing with layers of redcurrant, cherry sorbet and pink grapefruit zest alongside hazelnut and biscuit flavours. Chandon Brut Rosé is delightfully dry, with a creamy texture and persistent acidity.Grape Varietal : Pinot Noir Country : AustraliaSize : 750 ml",CHANDON SPARKLING ROSE NV,,41,"Chandon's story begins in the 1950s, with the intuition of Robert Jean de Vogüé, Director from 1930 until 1972 of the prestigious Moët & Chandon Champagne House, that winegrowing regions outside France's Champagne region had extraordinary potential for creating high quality sparkling wines. Today, Chandon estates, from Argentina to China, combine the French heritage and savoir-faire with the local character of new world innovations to reach the highest quality sparkling wines.Read more",https://www.krisshop.com/en/product/0810beb553985548/chandon-sparkling-rose-nv.html
CONCHA Y TORO,"Product Weight1.26 kgCasillero del Diablo Devil's Collection is a unique and innovative line composed of four Premium wines made at the total discretion of our winemaker. This collection was created for those who know how to enjoy every moment in a great setting and with the best company and without restrictions or complications. With a touch of glamour and distinction imposed by its groundbreaking style, this sparkling wine offers the experience of unsurpassed freshness and elegance.",CASILLERO DEL DIABLO DEVIL'S BRUT - NV,,37.5,"More than a hundred years ago, to prevent his wines from disappearing, Don Melchor from Concha y Toro spread the rumor that the Devil himself lived in his cellar. Like fire, word spread, and fear took hold of everyone who heard it. Nobody ever confirmed the story about his cellar's eerie guardian. However, the Legend remains.Our Collection of Premium wines consists of 12 varieties made with grapes selected from Chile's best wine valleys. Each creation portrays the essence and typicity of its variety with a combination of carefully.Read more",https://www.krisshop.com/en/product/bc41e9fc5cfcef30/casillero-del-diablo-devil-s-brut-nv.html
MONTES,"Product Weight8 kgMontes is one of Chile’s pre-eminent wineries, renowned for its sustainably-produced wines, distributed globally across more than 110 countries. Founder Mr Aurelio Montes was instrumental in releasing Chile’s first premium wine in 1988 which instantly garnered worldwide recognition for its astounding quality. Today, the ultra-premium Montes Purple Angel, Montes Folly and Montes Alpha M are hailed as icons. Aurelio Montes was recognized by Wine Spectator as “Leader of the Chilean wine industry”. Montes wines boast high-ratings across its portfolio, from value to premium labels.Tasting NotesThe complex nose offers outstanding aromas of ripe black fruits such as figs and blackberries complemented by notes of crème de cassis, while spices such as cayenne pepper appear over a back of dark chocolate, which masterfully envelopes subtle aromas of leather and tobacco. The palate with perfectly rounded tannins that trigger an explosion of the fruit on the mid-palate.Grape VarietalPinot NoirCountryChileSize750 ml",MONTES ALPHA - PINOT NOIR - 2019,,46,"Montes is one of Chile’s pre-eminent wineries, renowned for its sustainably-produced wines, distributed globally across more than 110 countries. Founder Mr Aurelio Montes was instrumental in releasing Chile’s first premium wine in 1988 which instantly garnered worldwide recognition for its astounding quality. Today, the ultra-premium Montes Purple Angel, Montes Folly and Montes Alpha M are hailed as icons. Aurelio Montes was recognized by Wine Spectator as “Leader of the Chilean wine industry”. Montes wines boast high-ratings across its portfolio, from value to premium labels.Read more",https://www.krisshop.com/en/product/3c287f9f7ce91701/montes-alpha-pinot-noir-2019.html
CONCHA Y TORO,"Product Weight15.3 kgThree winds leave their marks in TRIVENTO. Guided by the capricious god of wind EOLO, the Polar, Zonda and Sudestada winds bestow exceptional qualities for winegrowing on the Mendozan terroir.  TRIVENTO works to ensure their vineyards flourish, grow and mature with the rhythm of nature.This is the origin of the grapes that become TRIVENTO RESERVE.Tasting Note :
The wine color is pale yellow with bright green tinges. On the nose, the wine is rounded with intense acidity and tropical fruit aromas. Subtle oaky notes. In the mouth, the wine is fresh with strong mineral acidity, unctuous and concentrated with a fruity finish",TRIVENTO RESERVA - CHARDONNAY - 2018,,34,"Three winds leave their marks in TRIVENTO. Guided by the capricious god of wind EOLO, the Polar, Zonda and Sudestada winds bestow exceptional qualities for winegrowing on the Mendozan terroir.  TRIVENTO works to ensure their vineyards flourish, grow and mature with the rhythm of nature.This is the origin of the grapes that become TRIVENTO RESERVE.Read more",https://www.krisshop.com/en/product/bc1d0ffc5cde13e5/trivento-reserva-chardonnay-2018.html
CONCHA Y TORO,"Product Weight1.6 kgLeyenda's roots dig deep in Pirque, in the heart of the Maipo
Valley, Chile where the renowned Casillero del Diablo legend began more than
130 years ago. Two-decade-old vines grow in the rocky alluvial soils of Block
22 and yield high quality Cabernet Sauvignon grapes that are carefully hand-picked
each year in mid-April to create Leyenda, Casillero del Diablo's masterpiece. Aged
for 20 months in French oak barrels, this wine reflects the unparalleled
quality of Pirque, one of the world's most famous terroirs for Cabernet
Sauvignon.
Tasting Notes
Deep, dark red in color with predominating notes
of blackcurrant, plum, and red cherries accompanied by a subtle touch of dark
chocolate, vanilla, and a pleasing touch of smoke that comes from the oak
aging. This elegant wine with tremendous body and fine ripe tannins stands out
for its concentrated flavors that lead to a long and pleasing finish.

Grape Varietal
100% Cabernet Sauvignon.

Size

750 ml.",CASILLERO DEL DIABLO 'LEYENDA' - MAIPO VALLEY - 2015,,135,"Leyenda's roots dig deep in Pirque, in the heart of the Maipo Valley, Chile where the renowned Casillero del Diablo legend began more than 130 years ago. Two-decade-old vines grow in the rocky alluvial soils of Block 22 and yield high quality Cabernet Sauvignon grapes that are carefully hand-picked each year in mid-April to create Leyenda, Casillero del Diablo's masterpiece.Read more",https://www.krisshop.com/en/product/642bf75efb12142d/casillero-del-diablo-leyenda-maipo-valley-2015.html
BOTTEGA SPA,"Product Weight820 kgBrunello di Montalcino is one of the most prestigious Italian
wines, well-known all over the world. It is regarded as one of the red wines
that best guarantees longevity. Montalcino is located about 40 km south of the
city of Siena, in a beautiful hilly area. An uncontaminated agricultural
landscape of great history and beauty that, since 2004, is registered on the
UNESCO World Heritage list.

Tasting NotesBouquet: Clear, characteristic, intense and persistent bouquet characterized by hints of berries and violet, musk, spices and aromatic wood, notes of vanilla and jam, and balsamic aromasTaste: dry, warm, well-structured, robust, complex and soft, with elegant tannins perfectly balanced with the alcohol content. The aftertaste is pleasant and persistent.

Grape Varietal
100% Sangiovese.
Size
750 ml.",BOTTEGA 'IL VINO DEI POETI' -  BRUNELLO DI MONTALCINO DOCG - 2014,,108,"Brunello di Montalcino is one of the most prestigious Italian
wines, well-known all over the world. It is regarded as one of the red wines
that best guarantees longevity. Montalcino is located about 40 km south of the
city of Siena, in a beautiful hilly area. An uncontaminated agricultural
landscape of great history and beauty that, since 2004, is registered on the
UNESCO World Heritage list.Read more",https://www.krisshop.com/en/product/9fc5eaf35f5008d0/bottega-il-vino-dei-poeti-brunello-di-montalcino-docg.html
MONTES,"Product Weight8 kgMontes is one of Chile’s pre-eminent wineries, renowned for its sustainably-produced wines, distributed globally across more than 110 countries. Founder Mr Aurelio Montes was instrumental in releasing Chile’s first premium wine in 1988 which instantly garnered worldwide recognition for its astounding quality. Today, the ultra-premium Montes Purple Angel, Montes Folly and Montes Alpha M are hailed as icons. Aurelio Montes was recognized by Wine Spectator as “Leader of the Chilean wine industry”. Montes wines boast high-ratings across its portfolio, from value to premium labels.Tasting NotesAromatic nose with outstanding aromas of ripe black fruits such as blackberries and figs. Aromas of crème de cassis meld with mild notes of leather and dark chocolate, which are very characteristic of Syrah from Colchagua. The palate is well balanced with rich acidity, incredibly smooth tannins, tremendous structure, and generous volume.Grapes VarietiesSyrah, Cabernet Sauvignon, Viognier.CountryChileSize750 ml",MONTES ALPHA - SYRAH - 2018,,46,"Montes is one of Chile’s pre-eminent wineries, renowned for its sustainably-produced wines, distributed globally across more than 110 countries. Founder Mr Aurelio Montes was instrumental in releasing Chile’s first premium wine in 1988 which instantly garnered worldwide recognition for its astounding quality. Today, the ultra-premium Montes Purple Angel, Montes Folly and Montes Alpha M are hailed as icons. Aurelio Montes was recognized by Wine Spectator as “Leader of the Chilean wine industry”. Montes wines boast high-ratings across its portfolio, from value to premium labels.Read more",https://www.krisshop.com/en/product/3c24999f7ce55af8/montes-alpha-syrah-2018.html
SAITO,"Product Weight1.4 kgSAITO SHOCHU is made from rice with low-temperature fermentation and distillation under reduced pressure. Using Fushimizu water this shochu gives a mild and fruity flavour with a clean finish that can be matched with foods, using the original taste of ingredients.Alcohol %:  25%",SAITO SHOCHU - 0.72 L,,70,"SAITO SHOCHU is made from rice with low-temperature fermentation and distillation under reduced pressure. Using Fushimizu water this shochu gives a mild and fruity flavour with a clean finish that can be matched with foods, using the original taste of ingredients.Alcohol %:  25%Read more",https://www.krisshop.com/en/product/f3da214fb6936ac2/saito-shochu-0-72-l.html
SAITO,Product Weight1.4 kgSAITO JUNMAI GINJO GENSHU made in Kyoto is undiluted sake different from other sake that water is added. It has a high alcohol content and strong taste. This full body and dry sake have a rich flavour and long finish that can be matched with strong taste dishes.Alcohol %:  17.5%Sake Meter Value: +2Polishing Ratio: 60%Acidity: +1.5Rice Variety: Iwaimai,SAITO JUNMAI GINJO GENSHU - 0.72 L,,63,SAITO JUNMAI GINJO GENSHU made in Kyoto is undiluted sake different from other sake that water is added. It has a high alcohol content and strong taste. This full body and dry sake have a rich flavour and long finish that can be matched with strong taste dishes.Alcohol %:  17.5%Sake Meter Value: +2Polishing Ratio: 60%Acidity: +1.5Rice Variety: IwaimaiRead more,https://www.krisshop.com/en/product/f3d34d4fb68d96f8/saito-junmai-ginjo-genshu-0-72-l.html
BOTTEGA SPA,"Product Weight9.6 kgBottega Brut Millesimato is a charming sparkling wine, obtained thanks to a specific oenological technique leading to the creation of bubbles and relevant perlage. Thanks to the bubbles, which stimulate the taste buds and enhance the perception of flavors, sparkling wines are versatile and easy to match.Tasting Note : Bouquet: Fruity (apple, peach) and elegant floral (acacia) notes.Taste: Dry, lively, fresh, quite soft, with a pleasant sapidity and balanced acidity.Grapes Varieties : Chardonnay, Pinot Noir and GleraCountry : ItalySize :750 ml",BOTTEGA MILLESIMATO SPUMANTE BRUT - 2019,,38,"Bottega Brut Millesimato is a charming sparkling wine, obtained thanks to a specific oenological technique leading to the creation of bubbles and relevant perlage. Thanks to the bubbles, which stimulate the taste buds and enhance the perception of flavors, sparkling wines are versatile and easy to match.Read more",https://www.krisshop.com/en/product/8fc4d0e126f613e3/bottega-brut-millesimato-2019.html
BOTTEGA SPA,"Product Weight8.3 kgValpolicella is a land devoted to growing vines since ancient times: its name ""vallis polis cellae"" actually means “the valley of many cellars”. The wines in the “Valpolicella Ripasso” DOC area are produced with indigenous vines like Corvina Veronese, Corvinone, Rondinella and Molinara. Ripasso della Valpolicella DOC Superiore, considered as Amarone’s younger brother, is a world-famous, unique and inimitable red wine, produced according to a specific oenological technique with a long, established tradition.Tasting Note : Bouquet: Pleasant notes of plum, red berries, ripe cherry and sweet spices, with hints of vanilla and raisins.Taste: Dry, full, smooth, with an excellent structure and a delicate aftertaste of light spices (cinnamon and cloves) and licorice.Grapes Varieties : Corvina, Corvinone and RondinellaCountry : ItalySize :750 ml",BOTTEGA RIPASSO VALPOLICELLA SUPERIORE DOC - 2017,,54,"Valpolicella is a land devoted to growing vines since ancient times: its name ""vallis polis cellae"" actually means “the valley of many cellars”. The wines in the “Valpolicella Ripasso” DOC area are produced with indigenous vines like Corvina Veronese, Corvinone, Rondinella and Molinara. Ripasso della Valpolicella DOC Superiore, considered as Amarone’s younger brother, is a world-famous, unique and inimitable red wine, produced according to a specific oenological technique with a long, established tradition.Read more",https://www.krisshop.com/en/product/8fd2f0e12702873f/bottega-ripasso-valpolicella-superiore-doc-2017.html
BOLLINGER,"Product Weight1.3 kgFounded in 1829 in Aÿ, in the Marne department, the Champagne
Bollinger house has built its original style and excellence through the
meticulous attention paid to each stage of the winemaking process, from the
sourcing of the grapes to the fermentation in small oak barrels and maturation
of each vintage for over ten years, twice the length of time required by the
appellation. The strength of the Champagne Bollinger house lies in its
vineyard. 174 hectares of vines can be divided into seven main vineyards, 85%
of which are Grand and Premiers Crus, making this estate one of the rare few in
Champagne to produce its own grapes used in the blend. The house's signature
variety, Pinot Noir represents roughly 60% of the vineyard's total planted
vines.

Tasting Notes
A golden colour, distinctive of black grape
varieties; very fine bubbles... A beautiful aromatic complexity to the nose;
ripe fruit and spicy aromas; hints of roasted apples, apple compote and
peaches. A subtle combination of structure, length and vivacity on the palate;
bubbles like velvet; pear, brioche and spicy aromas, notes of fresh walnut.

Grape Varieties
60% Pinot Noir, 25% Chardonnay, 15% Pinot Meunier.
Size
750 ml.",BOLLINGER SPECIAL CUVEE - CHAMPAGNE - NV,,102,"Founded in 1829 in Aÿ, in the Marne department, the Champagne
Bollinger house has built its original style and excellence through the
meticulous attention paid to each stage of the winemaking process, from the
sourcing of the grapes to the fermentation in small oak barrels and maturation
of each vintage for over ten years, twice the length of time required by the
appellation. The strength of the Champagne Bollinger house lies in its
vineyard. 174 hectares of vines can be divided into seven main vineyards, 85%
of which are Grand and Premiers Crus, making this estate one of the rare few in
Champagne to produce its own grapes used in the blend. The house's signature
variety, Pinot Noir represents roughly 60% of the vineyard's total planted
vines.Read more",https://www.krisshop.com/en/product/e2a42f961a0c2c45/bollinger-special-cuvee-champagne-nv.html
FAUSTINO,"Product Weight1.3 kgBodegas Faustino, located in Oyón, Rioja Alavesa, enjoys international renown earned over more than 150 years of experience in the production and ageing of premium wines. Crossing the doors of Bodegas Faustino is like stepping right into the history of wine. It is an unforgettable experience in a winery with the most extensive worldwide recognition. It is losing oneself in an immense barrel hall or in the spectacular bottle ageing cellars. It is discovering a great winery where more than nine million bottles are resting. Tasting Notes: Clean, bright, pale gold yellow. On the nose has marked character of white fruit, such as pear and apple. Floral and herbaceous hints. Good acidity, fresh and balanced on the palate. Nice finish, fruity and medium intensity.Grapes: ViuraFood pairings: Frankfurt sausages. It matches with potatoes, fish and seafood. Goat and roquefort cheese. Basil pasta, fried tomatoes or vegetables.Country: Spain.Size: 750 ml.",FAUSTINO VII - RIOJA - 2018,,37,"Bodegas Faustino, located in Oyón, Rioja Alavesa, enjoys international renown earned over more than 150 years of experience in the production and ageing of premium wines. Crossing the doors of Bodegas Faustino is like stepping right into the history of wine. It is an unforgettable experience in a winery with the most extensive worldwide recognition. It is losing oneself in an immense barrel hall or in the spectacular bottle ageing cellars. It is discovering a great winery where more than nine million bottles are resting.Read more",https://www.krisshop.com/en/product/5e731bbffad2946a/faustino-vii-rioja-2018.html
FAUSTINO,"Product Weight1.3 kgBodegas Faustino, located in Oyón, Rioja Alavesa, enjoys international renown earned over more than 150 years of experience in the production and ageing of premium wines. Crossing the doors of Bodegas Faustino is like stepping right into the history of wine. It is an unforgettable experience in a winery with the most extensive worldwide recognition. It is losing oneself in an immense barrel hall or in the spectacular bottle ageing cellars. It is discovering a great winery where more than nine million bottles are resting. Tasting Notes: Clean, bright, medium layer. Beautiful cherry red colour with garnet evolution. Intense. Barrel notes are very present. Sweet sensations, lightly toasted. Very well integrated with notes of slightly ripe fruits of the forest. Pleasant in the mouth. The tannins are very well integrated, round. Medium finish marked by toasted barrels.Grape: 100% TempranilloFood pairings: It matches with any kind of meat and mushrooms rice. Some tasty or oily fish such as tuna or cod. Medium-aged cheese such as emmental or gruyere.Country: Spain.Size: 750 ml.",FAUSTINO ART COLLECTION CRIANZA - RIOJA - 2016,,36,"Bodegas Faustino, located in Oyón, Rioja Alavesa, enjoys international renown earned over more than 150 years of experience in the production and ageing of premium wines. Crossing the doors of Bodegas Faustino is like stepping right into the history of wine. It is an unforgettable experience in a winery with the most extensive worldwide recognition. It is losing oneself in an immense barrel hall or in the spectacular bottle ageing cellars. It is discovering a great winery where more than nine million bottles are resting. Read more",https://www.krisshop.com/en/product/f5edd52b1582af10/faustino-art-collection-crianza-rioja-2016.html
CHATEAU MOUTON ROTHSCHILD,"Product Weight1.3 kgA classified First Growth, Château Mouton Rothschild spans 90 hectares (222 acres) of vines at Pauillac, in the Médoc. Its history is that of a magical encounter between a terroir and a man, the legendary Baron Philippe de Rothschild (1902-1988), renovator of Mouton and a pioneering figure in the world of wine. Baroness Philippine de Rothschild (1933-2014) who owned the property, has continued her father’s work and reaffirmed the link between Mouton and art while ensuring the continued excellence of one of the world’s greatest wines. Now it is owned by Baroness Philippine children.Tasting NotesThe wine has an evolved, garnet red colour with brilliant highlights.The nose displays complex fruit, rich in ripe berry fruit aromas like bilberry and blackcurrant, with some pleasant notes of smoke and leather and a slightly animal cast.From a well-structured attack supported by well-rounded tannins, satisfyingly dense flavours emerge on the palate, full of fruit.Grapes VarietiesCabernet Sauvignon, Merlot, Cabernet Franc.CountryFranceSize750 ml.",CHATEAU MOUTON ROTHSCHILD - PAUILLAC - 2001,,1240,"A classified First Growth, Château Mouton Rothschild spans 90 hectares (222 acres) of vines at Pauillac, in the Médoc. Its history is that of a magical encounter between a terroir and a man, the legendary Baron Philippe de Rothschild (1902-1988), renovator of Mouton and a pioneering figure in the world of wine. Baroness Philippine de Rothschild (1933-2014) who owned the property, has continued her father’s work and reaffirmed the link between Mouton and art while ensuring the continued excellence of one of the world’s greatest wines. Now it is owned by Baroness Philippine children.Read more",https://www.krisshop.com/en/product/2bbef53aba9f7ea9/chateau-mouton-rothschild-pauillac-2001.html
DOMAINES BARONS DE ROTHSCHILD,"Product Weight0 kgThe estate is nestled in the rugged hills just behind the Mediterranean coastline of Narbonne, in the South of France. Blason is made from vines planted on deeper soils that confers the vines less water stress than the shallow soils of the plots going into the Grand Vin. The resulting wines is comparatively fruitier and more accessible in style. The traditionnal Corbières blend is made predominently of Syrah, with Carignan, Mourvèdre and Grenache, whilst the cooler terroir of Ausisères confer the wine its exceptional balance and finesse.Tasting NotesDark red with a beautiful brightness. Open, powerful nose, with the notes of garrigue and clove that are characteristic of wines from Corbières’ best terroirs. After a smooth, fresh attack on the palate, the wine develops more power. Very good, dense structure. Despite their youth, the tannins are already supple and supported by well-integrated wood. This wine presents a particularly fine harmony between freshness and structure.Grape varieties49%Syrah, 23% Carignan, 14% Mourvedre, 14% Grenache noir.Size
750 ml.",BLASON D'AUSSIERES - CORBIERES - 2017,,48,"The estate is nestled in the rugged hills just behind the Mediterranean
coastline of Narbonne, in the South of France. Blason is made from vines
planted on deeper soils that confers the vines less water stress than the
shallow soils of the plots going into the Grand Vin. The resulting wines is
comparatively fruitier and more accessible in style. The traditionnal Corbières
blend is made predominently of Syrah, with Carignan, Mourvèdre and Grenache,
whilst the cooler terroir of Ausisères confer the wine its exceptional balance
and finesse.Read more",https://www.krisshop.com/en/product/9290a7b6fd0cfed9/blason-d-aussieres-corbieres-2017.html
